"file_name","cell_count","file_name_ch2","ch2_pos","plate_id","well","expt.date","cell.line","drug1","drug1.conc","drug1.units","uid","cell.count","time_i","time"
"H11_04_1_1_RFP_005.tif",102,"H11_04_2_1_GFP_005.tif",32,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",102,5,54.7341666666667
"H11_04_1_1_RFP_006.tif",130,"H11_04_2_1_GFP_006.tif",44,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",130,6,68.0013888888889
"H11_04_1_1_RFP_007.tif",139,"H11_04_2_1_GFP_007.tif",51,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",139,7,79.075
"H11_04_1_1_RFP_008.tif",163,"H11_04_2_1_GFP_008.tif",63,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",163,8,94.9077777777778
"H11_04_1_1_RFP_009.tif",200,"H11_04_2_1_GFP_009.tif",78,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",200,9,107.172222222222
"H11_04_1_1_RFP_010.tif",260,"H11_04_2_1_GFP_010.tif",71,1,"H11",NA,"NCIH1048","Barasertib (AZD1152-H",0,"M","1_H11",260,10,120.036111111111
"H12_04_1_1_RFP_001.tif",74,"H12_04_2_1_GFP_001.tif",6,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",74,1,0
"H12_04_1_1_RFP_002.tif",75,"H12_04_2_1_GFP_002.tif",4,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",75,2,29.6888888888889
"H12_04_1_1_RFP_003.tif",80,"H12_04_2_1_GFP_003.tif",4,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",80,3,44.2602777777778
"H12_04_1_1_RFP_004.tif",89,"H12_04_2_1_GFP_004.tif",2,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",89,4,46.0336111111111
"H12_04_1_1_RFP_005.tif",94,"H12_04_2_1_GFP_005.tif",3,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",94,5,54.7341666666667
"H12_04_1_1_RFP_006.tif",97,"H12_04_2_1_GFP_006.tif",14,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",97,6,68.0013888888889
"H12_04_1_1_RFP_007.tif",135,"H12_04_2_1_GFP_007.tif",30,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",135,7,79.075
"H12_04_1_1_RFP_008.tif",190,"H12_04_2_1_GFP_008.tif",53,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",190,8,94.9077777777778
"H12_04_1_1_RFP_009.tif",216,"H12_04_2_1_GFP_009.tif",72,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",216,9,107.172222222222
"H12_04_1_1_RFP_010.tif",265,"H12_04_2_1_GFP_010.tif",90,1,"H12",NA,"DMS53","Barasertib (AZD1152-H",1e-05,"M","1_H12",265,10,120.036111111111
"H13_04_1_1_RFP_001.tif",91,"H13_04_2_1_GFP_001.tif",6,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",91,1,0
"H13_04_1_1_RFP_002.tif",77,"H13_04_2_1_GFP_002.tif",6,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",77,2,29.6888888888889
"H13_04_1_1_RFP_003.tif",71,"H13_04_2_1_GFP_003.tif",8,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",71,3,44.2602777777778
"H13_04_1_1_RFP_004.tif",84,"H13_04_2_1_GFP_004.tif",4,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",84,4,46.0336111111111
"H13_04_1_1_RFP_005.tif",70,"H13_04_2_1_GFP_005.tif",6,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",70,5,54.7341666666667
"H13_04_1_1_RFP_006.tif",86,"H13_04_2_1_GFP_006.tif",13,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",86,6,68.0013888888889
"H13_04_1_1_RFP_007.tif",138,"H13_04_2_1_GFP_007.tif",23,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",138,7,79.075
"H13_04_1_1_RFP_008.tif",208,"H13_04_2_1_GFP_008.tif",40,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",208,8,94.9077777777778
"H13_04_1_1_RFP_009.tif",240,"H13_04_2_1_GFP_009.tif",58,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",240,9,107.172222222222
"H13_04_1_1_RFP_010.tif",257,"H13_04_2_1_GFP_010.tif",78,1,"H13",NA,"DMS53","Barasertib (AZD1152-H",2.5e-06,"M","1_H13",257,10,120.036111111111
"H14_04_1_1_RFP_001.tif",78,"H14_04_2_1_GFP_001.tif",8,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",78,1,0
"H14_04_1_1_RFP_002.tif",61,"H14_04_2_1_GFP_002.tif",0,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",61,2,29.6888888888889
"H14_04_1_1_RFP_003.tif",52,"H14_04_2_1_GFP_003.tif",3,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",52,3,44.2602777777778
"H14_04_1_1_RFP_004.tif",73,"H14_04_2_1_GFP_004.tif",3,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",73,4,46.0336111111111
"H14_04_1_1_RFP_005.tif",64,"H14_04_2_1_GFP_005.tif",3,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",64,5,54.7341666666667
"H14_04_1_1_RFP_006.tif",71,"H14_04_2_1_GFP_006.tif",6,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",71,6,68.0013888888889
"H14_04_1_1_RFP_007.tif",82,"H14_04_2_1_GFP_007.tif",11,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",82,7,79.075
"H14_04_1_1_RFP_008.tif",151,"H14_04_2_1_GFP_008.tif",22,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",151,8,94.9077777777778
"H14_04_1_1_RFP_009.tif",199,"H14_04_2_1_GFP_009.tif",40,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",199,9,107.172222222222
"H14_04_1_1_RFP_010.tif",227,"H14_04_2_1_GFP_010.tif",55,1,"H14",NA,"DMS53","Barasertib (AZD1152-H",6.25e-07,"M","1_H14",227,10,120.036111111111
"H15_04_1_1_RFP_001.tif",86,"H15_04_2_1_GFP_001.tif",5,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",86,1,0
"H15_04_1_1_RFP_002.tif",84,"H15_04_2_1_GFP_002.tif",4,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",84,2,29.6888888888889
"H15_04_1_1_RFP_003.tif",81,"H15_04_2_1_GFP_003.tif",5,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",81,3,44.2602777777778
"H15_04_1_1_RFP_004.tif",82,"H15_04_2_1_GFP_004.tif",5,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",82,4,46.0336111111111
"H15_04_1_1_RFP_005.tif",73,"H15_04_2_1_GFP_005.tif",6,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",73,5,54.7341666666667
"H15_04_1_1_RFP_006.tif",107,"H15_04_2_1_GFP_006.tif",16,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",107,6,68.0013888888889
"H15_04_1_1_RFP_007.tif",124,"H15_04_2_1_GFP_007.tif",19,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",124,7,79.075
"H15_04_1_1_RFP_008.tif",195,"H15_04_2_1_GFP_008.tif",30,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",195,8,94.9077777777778
"H15_04_1_1_RFP_009.tif",233,"H15_04_2_1_GFP_009.tif",41,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",233,9,107.172222222222
"H15_04_1_1_RFP_010.tif",275,"H15_04_2_1_GFP_010.tif",59,1,"H15",NA,"DMS53","Barasertib (AZD1152-H",1.5625e-07,"M","1_H15",275,10,120.036111111111
"H16_04_1_1_RFP_001.tif",98,"H16_04_2_1_GFP_001.tif",6,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",98,1,0
"H16_04_1_1_RFP_002.tif",89,"H16_04_2_1_GFP_002.tif",4,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",89,2,29.6888888888889
"H16_04_1_1_RFP_003.tif",89,"H16_04_2_1_GFP_003.tif",5,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",89,3,44.2602777777778
"H16_04_1_1_RFP_004.tif",81,"H16_04_2_1_GFP_004.tif",6,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",81,4,46.0336111111111
"H16_04_1_1_RFP_005.tif",91,"H16_04_2_1_GFP_005.tif",10,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",91,5,54.7341666666667
"H16_04_1_1_RFP_006.tif",120,"H16_04_2_1_GFP_006.tif",16,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",120,6,68.0013888888889
"H16_04_1_1_RFP_007.tif",150,"H16_04_2_1_GFP_007.tif",26,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",150,7,79.075
"H16_04_1_1_RFP_008.tif",221,"H16_04_2_1_GFP_008.tif",51,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",221,8,94.9077777777778
"H16_04_1_1_RFP_009.tif",272,"H16_04_2_1_GFP_009.tif",66,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",272,9,107.172222222222
"H16_04_1_1_RFP_010.tif",288,"H16_04_2_1_GFP_010.tif",68,1,"H16",NA,"DMS53","Barasertib (AZD1152-H",3.90625e-08,"M","1_H16",288,10,120.036111111111
"H17_04_1_1_RFP_001.tif",74,"H17_04_2_1_GFP_001.tif",5,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",74,1,0
"H17_04_1_1_RFP_002.tif",85,"H17_04_2_1_GFP_002.tif",3,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",85,2,29.6888888888889
"H17_04_1_1_RFP_003.tif",86,"H17_04_2_1_GFP_003.tif",2,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",86,3,44.2602777777778
"H17_04_1_1_RFP_004.tif",79,"H17_04_2_1_GFP_004.tif",2,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",79,4,46.0336111111111
"H17_04_1_1_RFP_005.tif",89,"H17_04_2_1_GFP_005.tif",6,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",89,5,54.7341666666667
"H17_04_1_1_RFP_006.tif",118,"H17_04_2_1_GFP_006.tif",13,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",118,6,68.0013888888889
"H17_04_1_1_RFP_007.tif",150,"H17_04_2_1_GFP_007.tif",21,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",150,7,79.075
"H17_04_1_1_RFP_008.tif",237,"H17_04_2_1_GFP_008.tif",38,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",237,8,94.9077777777778
"H17_04_1_1_RFP_009.tif",294,"H17_04_2_1_GFP_009.tif",45,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",294,9,107.172222222222
"H17_04_1_1_RFP_010.tif",346,"H17_04_2_1_GFP_010.tif",57,1,"H17",NA,"DMS53","Barasertib (AZD1152-H",9.765e-09,"M","1_H17",346,10,120.036111111111
"H18_04_1_1_RFP_001.tif",94,"H18_04_2_1_GFP_001.tif",10,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",94,1,0
"H18_04_1_1_RFP_002.tif",82,"H18_04_2_1_GFP_002.tif",5,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",82,2,29.6888888888889
"H18_04_1_1_RFP_003.tif",98,"H18_04_2_1_GFP_003.tif",10,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",98,3,44.2602777777778
"H18_04_1_1_RFP_004.tif",120,"H18_04_2_1_GFP_004.tif",9,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",120,4,46.0336111111111
"H18_04_1_1_RFP_005.tif",106,"H18_04_2_1_GFP_005.tif",9,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",106,5,54.7341666666667
"H18_04_1_1_RFP_006.tif",153,"H18_04_2_1_GFP_006.tif",16,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",153,6,68.0013888888889
"H18_04_1_1_RFP_007.tif",169,"H18_04_2_1_GFP_007.tif",22,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",169,7,79.075
"H18_04_1_1_RFP_008.tif",244,"H18_04_2_1_GFP_008.tif",31,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",244,8,94.9077777777778
"H18_04_1_1_RFP_009.tif",300,"H18_04_2_1_GFP_009.tif",40,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",300,9,107.172222222222
"H18_04_1_1_RFP_010.tif",390,"H18_04_2_1_GFP_010.tif",34,1,"H18",NA,"DMS53","Barasertib (AZD1152-H",2.44e-09,"M","1_H18",390,10,120.036111111111
"H19_04_1_1_RFP_001.tif",99,"H19_04_2_1_GFP_001.tif",7,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",99,1,0
"H19_04_1_1_RFP_002.tif",83,"H19_04_2_1_GFP_002.tif",4,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",83,2,29.6888888888889
"H19_04_1_1_RFP_003.tif",90,"H19_04_2_1_GFP_003.tif",6,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",90,3,44.2602777777778
"H19_04_1_1_RFP_004.tif",107,"H19_04_2_1_GFP_004.tif",10,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",107,4,46.0336111111111
"H19_04_1_1_RFP_005.tif",109,"H19_04_2_1_GFP_005.tif",9,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",109,5,54.7341666666667
"H19_04_1_1_RFP_006.tif",138,"H19_04_2_1_GFP_006.tif",14,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",138,6,68.0013888888889
"H19_04_1_1_RFP_007.tif",169,"H19_04_2_1_GFP_007.tif",20,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",169,7,79.075
"H19_04_1_1_RFP_008.tif",243,"H19_04_2_1_GFP_008.tif",31,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",243,8,94.9077777777778
"H19_04_1_1_RFP_009.tif",306,"H19_04_2_1_GFP_009.tif",33,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",306,9,107.172222222222
"H19_04_1_1_RFP_010.tif",351,"H19_04_2_1_GFP_010.tif",33,1,"H19",NA,"DMS53","Barasertib (AZD1152-H",6.1e-10,"M","1_H19",351,10,120.036111111111
"H20_04_1_1_RFP_001.tif",77,"H20_04_2_1_GFP_001.tif",5,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",77,1,0
"H20_04_1_1_RFP_002.tif",89,"H20_04_2_1_GFP_002.tif",3,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",89,2,29.6888888888889
"H20_04_1_1_RFP_003.tif",100,"H20_04_2_1_GFP_003.tif",8,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",100,3,44.2602777777778
"H20_04_1_1_RFP_004.tif",76,"H20_04_2_1_GFP_004.tif",5,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",76,4,46.0336111111111
"H20_04_1_1_RFP_005.tif",95,"H20_04_2_1_GFP_005.tif",7,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",95,5,54.7341666666667
"H20_04_1_1_RFP_006.tif",114,"H20_04_2_1_GFP_006.tif",15,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",114,6,68.0013888888889
"H20_04_1_1_RFP_007.tif",141,"H20_04_2_1_GFP_007.tif",16,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",141,7,79.075
"H20_04_1_1_RFP_008.tif",237,"H20_04_2_1_GFP_008.tif",21,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",237,8,94.9077777777778
"H20_04_1_1_RFP_009.tif",293,"H20_04_2_1_GFP_009.tif",26,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",293,9,107.172222222222
"H20_04_1_1_RFP_010.tif",364,"H20_04_2_1_GFP_010.tif",27,1,"H20",NA,"DMS53","Barasertib (AZD1152-H",1.5e-10,"M","1_H20",364,10,120.036111111111
"H21_04_1_1_RFP_001.tif",80,"H21_04_2_1_GFP_001.tif",5,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",80,1,0
"H21_04_1_1_RFP_002.tif",78,"H21_04_2_1_GFP_002.tif",3,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",78,2,29.6888888888889
"H21_04_1_1_RFP_003.tif",88,"H21_04_2_1_GFP_003.tif",0,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",88,3,44.2602777777778
"H21_04_1_1_RFP_004.tif",97,"H21_04_2_1_GFP_004.tif",1,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",97,4,46.0336111111111
"H21_04_1_1_RFP_005.tif",82,"H21_04_2_1_GFP_005.tif",4,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",82,5,54.7341666666667
"H21_04_1_1_RFP_006.tif",158,"H21_04_2_1_GFP_006.tif",11,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",158,6,68.0013888888889
"H21_04_1_1_RFP_007.tif",165,"H21_04_2_1_GFP_007.tif",16,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",165,7,79.075
"H21_04_1_1_RFP_008.tif",253,"H21_04_2_1_GFP_008.tif",26,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",253,8,94.9077777777778
"H21_04_1_1_RFP_009.tif",311,"H21_04_2_1_GFP_009.tif",29,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",311,9,107.172222222222
"H21_04_1_1_RFP_010.tif",346,"H21_04_2_1_GFP_010.tif",26,1,"H21",NA,"DMS53","Barasertib (AZD1152-H",0,"M","1_H21",346,10,120.036111111111
"I2_04_1_1_RFP_001.tif",19,"I2_04_2_1_GFP_001.tif",9,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",19,1,0
"I2_04_1_1_RFP_002.tif",70,"I2_04_2_1_GFP_002.tif",45,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",70,2,29.6888888888889
"I2_04_1_1_RFP_003.tif",112,"I2_04_2_1_GFP_003.tif",86,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",112,3,44.2602777777778
"I2_04_1_1_RFP_004.tif",125,"I2_04_2_1_GFP_004.tif",91,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",125,4,46.0336111111111
"I2_04_1_1_RFP_005.tif",152,"I2_04_2_1_GFP_005.tif",107,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",152,5,54.7341666666667
"I2_04_1_1_RFP_006.tif",178,"I2_04_2_1_GFP_006.tif",146,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",178,6,68.0013888888889
"I2_04_1_1_RFP_007.tif",197,"I2_04_2_1_GFP_007.tif",169,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",197,7,79.075
"I2_04_1_1_RFP_008.tif",196,"I2_04_2_1_GFP_008.tif",161,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",196,8,94.9077777777778
"I2_04_1_1_RFP_009.tif",204,"I2_04_2_1_GFP_009.tif",176,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",204,9,107.172222222222
"I2_04_1_1_RFP_010.tif",200,"I2_04_2_1_GFP_010.tif",178,1,"I02",NA,"NCIH1048","Barasertib (AZD1152-H",1e-05,"M","1_I02",200,10,120.036111111111
"I3_04_1_1_RFP_001.tif",19,"I3_04_2_1_GFP_001.tif",9,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",19,1,0
"I3_04_1_1_RFP_002.tif",94,"I3_04_2_1_GFP_002.tif",52,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",94,2,29.6888888888889
"I3_04_1_1_RFP_003.tif",150,"I3_04_2_1_GFP_003.tif",96,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",150,3,44.2602777777778
"I3_04_1_1_RFP_004.tif",162,"I3_04_2_1_GFP_004.tif",98,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",162,4,46.0336111111111
"I3_04_1_1_RFP_005.tif",186,"I3_04_2_1_GFP_005.tif",137,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",186,5,54.7341666666667
"I3_04_1_1_RFP_006.tif",214,"I3_04_2_1_GFP_006.tif",176,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",214,6,68.0013888888889
"I3_04_1_1_RFP_007.tif",223,"I3_04_2_1_GFP_007.tif",195,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",223,7,79.075
"I3_04_1_1_RFP_008.tif",233,"I3_04_2_1_GFP_008.tif",209,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",233,8,94.9077777777778
"I3_04_1_1_RFP_009.tif",233,"I3_04_2_1_GFP_009.tif",213,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",233,9,107.172222222222
"I3_04_1_1_RFP_010.tif",219,"I3_04_2_1_GFP_010.tif",200,1,"I03",NA,"NCIH1048","Barasertib (AZD1152-H",2.5e-06,"M","1_I03",219,10,120.036111111111
"I4_04_1_1_RFP_001.tif",18,"I4_04_2_1_GFP_001.tif",6,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",18,1,0
"I4_04_1_1_RFP_002.tif",90,"I4_04_2_1_GFP_002.tif",36,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",90,2,29.6888888888889
"I4_04_1_1_RFP_003.tif",144,"I4_04_2_1_GFP_003.tif",86,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",144,3,44.2602777777778
"I4_04_1_1_RFP_004.tif",161,"I4_04_2_1_GFP_004.tif",97,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",161,4,46.0336111111111
"I4_04_1_1_RFP_005.tif",184,"I4_04_2_1_GFP_005.tif",138,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",184,5,54.7341666666667
"I4_04_1_1_RFP_006.tif",204,"I4_04_2_1_GFP_006.tif",167,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",204,6,68.0013888888889
"I4_04_1_1_RFP_007.tif",207,"I4_04_2_1_GFP_007.tif",174,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",207,7,79.075
"I4_04_1_1_RFP_008.tif",224,"I4_04_2_1_GFP_008.tif",196,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",224,8,94.9077777777778
"I4_04_1_1_RFP_009.tif",222,"I4_04_2_1_GFP_009.tif",200,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",222,9,107.172222222222
"I4_04_1_1_RFP_010.tif",221,"I4_04_2_1_GFP_010.tif",201,1,"I04",NA,"NCIH1048","Barasertib (AZD1152-H",6.25e-07,"M","1_I04",221,10,120.036111111111
"I5_04_1_1_RFP_001.tif",22,"I5_04_2_1_GFP_001.tif",14,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",22,1,0
"I5_04_1_1_RFP_002.tif",88,"I5_04_2_1_GFP_002.tif",38,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",88,2,29.6888888888889
"I5_04_1_1_RFP_003.tif",155,"I5_04_2_1_GFP_003.tif",81,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",155,3,44.2602777777778
"I5_04_1_1_RFP_004.tif",166,"I5_04_2_1_GFP_004.tif",92,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",166,4,46.0336111111111
"I5_04_1_1_RFP_005.tif",187,"I5_04_2_1_GFP_005.tif",128,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",187,5,54.7341666666667
"I5_04_1_1_RFP_006.tif",224,"I5_04_2_1_GFP_006.tif",177,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",224,6,68.0013888888889
"I5_04_1_1_RFP_007.tif",227,"I5_04_2_1_GFP_007.tif",184,1,"I05",NA,"NCIH1048","Barasertib (AZD1152-H",1.5625e-07,"M","1_I05",227,7,79.075
