7.177903785742977482e-05,8.796728347085962072e+06,3.560059103068780154e+06,6.359931042193844775e+01,3.995974247131913959e+00,3.371648953636193546e+00,5.192148609558114636e+00
7.179423648729553681e-05,8.791862031537422910e+06,3.559066124648342840e+06,6.237577792265238941e+01,4.007838379607639112e+00,3.371567650875511912e+00,5.192223623670790822e+00
7.182695086318487468e-05,8.791693248372549191e+06,3.564124718908782117e+06,6.319813013509791944e+01,4.001489408061567943e+00,3.371634339704154382e+00,5.192227577991846310e+00
7.183002145702475059e-05,8.791859471480021253e+06,3.563987801511626225e+06,6.335369691703013473e+01,4.002058392316655500e+00,3.371674038588635014e+00,5.192234914626377318e+00
7.208609363405243009e-05,8.797649737215863541e+06,3.575421016429882497e+06,6.297476691092126799e+01,3.972645721435864807e+00,3.375104431132960769e+00,5.192289012967220785e+00
7.189450221051269148e-05,8.800600109128875658e+06,3.569597406499427743e+06,6.294069397742028116e+01,3.987120131222778863e+00,3.376480796576287080e+00,5.192253200901599364e+00
7.190359045230585615e-05,8.800373405022649094e+06,3.570967623294381425e+06,6.276734204826981056e+01,3.990116825919064691e+00,3.377603736639962051e+00,5.192252808912450668e+00
7.192192870579590543e-05,8.799942615244381130e+06,3.571154838754805271e+06,6.255488870459013384e+01,3.988378004363651641e+00,3.375623144113558904e+00,5.192252860052841257e+00
7.191601654549988152e-05,8.855414442684009671e+06,3.593558433602674399e+06,6.204015687771391185e+01,3.924678658405504006e+00,3.376075998952320578e+00,5.192362894132972251e+00
7.191816133333538835e-05,1.012383402314779162e+07,4.105748785730231088e+06,6.140790389310475916e+01,3.841156891479856395e+00,3.374847157513106932e+00,5.192193010266660913e+00
7.190803927266621782e-05,1.050717627583247051e+07,4.260119891033370979e+06,6.190655735360318346e+01,3.792394811911055541e+00,3.372403170574542752e+00,5.192313458636986567e+00
7.216040418426370871e-05,1.225849743574250303e+07,4.986095314493907616e+06,6.326985977222181390e+01,3.816555569035280371e+00,3.371912578801410820e+00,5.192063398478842906e+00
7.215996304129388523e-05,1.226000961042986438e+07,4.987919104076625779e+06,6.326144785700003581e+01,3.816531871583245472e+00,3.371912708913010981e+00,5.192063318063439681e+00
7.215972818033074244e-05,1.225588006160569377e+07,4.986753494076396339e+06,6.326169784549533404e+01,3.816527116884102178e+00,3.371912756416961088e+00,5.192063190850239707e+00
7.215972558023373842e-05,1.225494175542481430e+07,4.988413391899008304e+06,6.326175694902156721e+01,3.816526837301005060e+00,3.371912766717199972e+00,5.192063190408069850e+00
7.215972286530275657e-05,1.226081097802832164e+07,4.989361947949769907e+06,6.326167555419034016e+01,3.816526817024670670e+00,3.371912764468639523e+00,5.192063189955770319e+00
7.215972197279309826e-05,1.226079479343584739e+07,4.989719990226243623e+06,6.326162961406784291e+01,3.816526826208092693e+00,3.371912759598618248e+00,5.192063189854475347e+00
7.215972198934710361e-05,1.225982170566691086e+07,4.989555507369950414e+06,6.326164767754363538e+01,3.816526847413088674e+00,3.371912762993853008e+00,5.192063189857910821e+00
7.215972199306686574e-05,1.225981208728358150e+07,4.989575059670895338e+06,6.326164305454561543e+01,3.816526846833345754e+00,3.371912762989196732e+00,5.192063189859138284e+00
7.215972199453831782e-05,1.225973182680259272e+07,4.989580958817336708e+06,6.326164280830924014e+01,3.816526842798870334e+00,3.371912763009818903e+00,5.192063189824716929e+00
7.221979463603047343e-05,1.227741496549340151e+07,5.001530172726102173e+06,6.494283650820914033e+01,3.568313588292813421e+00,3.371900994274130703e+00,5.188604950362448953e+00
7.199958902647852522e-05,1.254946566054294258e+07,5.097153474404186010e+06,6.141138628428015522e+01,3.466043638418948358e+00,3.376798087657929326e+00,5.194038053259657062e+00
