upid,well,cell.count,time,cell.line,drug1,drug1.conc,drug1.units
model_H841_k3d_iter_100,F08,311.864,2.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,312.867,3.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,313.873,3.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,314.881,3.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,315.893,3.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,316.908,4.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,317.926,4.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,318.947,4.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,319.971,4.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,320.999,5.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,322.029,5.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,323.063,5.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,324.1,5.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,325.139,6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,326.183,6.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,327.229,6.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,328.278,6.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,329.331,6.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,330.386,7.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,331.445,7.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,332.508,7.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,333.573,7.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,334.642,8.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,335.713,8.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,336.788,8.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,337.867,8.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,338.948,9.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,340.033,9.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,341.121,9.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,342.213,9.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,343.308,10.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,344.406,10.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,345.507,10.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,346.612,10.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,347.72,11.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,348.831,11.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,349.946,11.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,351.064,11.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,352.185,12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,353.31,12.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,354.438,12.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,355.57,12.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,356.705,12.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,357.843,13.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,358.985,13.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,360.13,13.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,361.279,13.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,362.431,14.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,363.587,14.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,364.746,14.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,365.908,14.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,367.074,15.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,368.244,15.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,369.417,15.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,370.593,15.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,371.773,16.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,372.957,16.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,374.144,16.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,375.334,16.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,376.529,17.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,377.726,17.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,378.928,17.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,380.133,17.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,381.341,18,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,382.553,18.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,383.769,18.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,384.988,18.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,386.211,18.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,387.438,19.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,388.668,19.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,389.902,19.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,391.14,19.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,392.381,20.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,393.626,20.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,394.875,20.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,396.127,20.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,397.383,21.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,398.643,21.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,399.907,21.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,401.174,21.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,402.445,22.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,403.72,22.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,404.998,22.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,406.28,22.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,407.567,23.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,408.856,23.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,410.15,23.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,411.448,23.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,412.749,24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,414.054,24.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,415.363,24.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,416.676,24.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,417.993,24.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,419.314,25.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,420.638,25.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,421.967,25.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,423.299,25.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,424.635,26.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,425.975,26.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,427.319,26.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,428.667,26.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,430.019,27.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,431.375,27.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,432.735,27.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,434.099,27.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,435.467,28.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,436.839,28.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,438.215,28.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,439.595,28.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,440.979,29.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,442.367,29.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,443.759,29.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,445.155,29.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,446.555,30,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,447.959,30.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,449.368,30.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,450.78,30.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,452.197,30.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,453.617,31.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,455.042,31.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,456.471,31.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,457.904,31.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,459.341,32.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,460.783,32.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,462.228,32.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,463.678,32.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,465.132,33.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,466.59,33.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,468.052,33.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,469.519,33.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,470.99,34.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,472.465,34.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,473.944,34.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,475.428,34.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,476.916,35.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,478.408,35.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,479.904,35.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,481.405,35.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,482.91,36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,484.42,36.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,485.933,36.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,487.452,36.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,488.974,36.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,490.501,37.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,492.032,37.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,493.568,37.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,495.108,37.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,496.652,38.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,498.201,38.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,499.754,38.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,501.312,38.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,502.874,39.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,504.44,39.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,506.011,39.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,507.587,39.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,509.167,40.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,510.752,40.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,512.341,40.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,513.934,40.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,515.532,41.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,517.135,41.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,518.742,41.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,520.354,41.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,521.97,42,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,523.591,42.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,525.216,42.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,526.846,42.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,528.481,42.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,530.12,43.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,531.764,43.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,533.413,43.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,535.066,43.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,536.724,44.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,538.386,44.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,540.054,44.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,541.726,44.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,543.402,45.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,545.084,45.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,546.77,45.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,548.461,45.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,550.156,46.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,551.856,46.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,553.561,46.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,555.271,46.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,556.986,47.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,558.705,47.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,560.43,47.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,562.159,47.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,563.893,48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,565.631,48.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,567.375,48.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,569.123,48.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,570.877,48.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,572.635,49.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,574.398,49.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,576.166,49.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,577.939,49.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,579.717,50.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,581.499,50.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,583.287,50.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,585.08,50.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,586.877,51.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,588.68,51.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,590.487,51.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,592.3,51.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,594.117,52.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,595.94,52.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,597.767,52.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,599.6,52.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,601.438,53.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,603.28,53.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,605.128,53.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,606.981,53.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,608.839,54,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,610.702,54.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,612.57,54.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,614.444,54.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,616.322,54.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,618.206,55.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,620.094,55.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,621.988,55.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,623.887,55.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,625.791,56.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,627.701,56.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,629.615,56.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,631.535,56.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,633.46,57.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,635.39,57.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,637.326,57.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,639.267,57.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,641.213,58.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,643.164,58.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,645.121,58.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,647.083,58.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,649.05,59.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,651.022,59.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,653,59.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,654.983,59.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,656.972,60,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,658.966,60.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,660.965,60.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,662.969,60.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,664.979,60.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,666.995,61.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,669.016,61.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,671.042,61.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,673.074,61.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,675.111,62.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,677.153,62.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,679.201,62.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,681.255,62.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,683.314,63.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,685.378,63.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,687.448,63.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,689.523,63.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,691.604,64.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,693.691,64.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,695.783,64.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,697.88,64.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,699.984,65.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,702.092,65.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,704.207,65.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,706.327,65.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,708.452,66,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,710.583,66.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,712.72,66.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,714.862,66.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,717.01,66.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,719.164,67.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,721.323,67.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,723.488,67.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,725.659,67.92,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,727.835,68.16,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,730.017,68.4,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,732.205,68.64,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,734.398,68.88,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,736.598,69.12,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,738.803,69.36,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,741.013,69.6,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,743.23,69.84,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,745.452,70.08,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,747.68,70.32,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,749.914,70.56,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,752.154,70.8,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,754.399,71.04,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,756.65,71.28,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,758.907,71.52,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,761.17,71.76,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,763.439,72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,765.714,72.24,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,767.994,72.48,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,770.281,72.72,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,772.573,72.96,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,774.871,73.2,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,777.175,73.44,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,779.485,73.68,NCIH1048,TAK-901,2.44e-09,M
model_H841_k3d_iter_100,F08,781.801,73.92,NCIH1048,TAK-901,2.44e-09,M
