upid,well,cell.count,time,cell.line,drug1,drug1.conc,drug1.units
model_H841_k3d_iter_100,B02,286.878,19.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,286.72,19.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,286.561,19.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,286.403,20.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,286.244,20.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,286.086,20.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.928,20.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.77,21.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.612,21.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.454,21.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.296,21.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,285.138,22.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.98,22.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.823,22.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.665,22.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.508,23.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.35,23.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.193,23.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,284.036,23.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.879,24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.721,24.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.564,24.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.408,24.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.251,24.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,283.094,25.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.937,25.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.781,25.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.624,25.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.468,26.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.312,26.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,282.155,26.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.999,26.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.843,27.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.687,27.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.531,27.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.376,27.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.22,28.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,281.064,28.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.909,28.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.753,28.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.598,29.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.442,29.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.287,29.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,280.132,29.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.977,30,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.822,30.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.667,30.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.512,30.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.357,30.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.203,31.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,279.048,31.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.894,31.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.739,31.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.585,32.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.431,32.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.276,32.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,278.122,32.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.968,33.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.814,33.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.661,33.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.507,33.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.353,34.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.199,34.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,277.046,34.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.893,34.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.739,35.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.586,35.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.433,35.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.28,35.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,276.127,36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.974,36.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.821,36.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.668,36.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.515,36.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.363,37.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.21,37.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,275.058,37.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.905,37.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.753,38.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.601,38.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.448,38.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.296,38.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,274.144,39.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.993,39.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.841,39.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.689,39.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.537,40.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.386,40.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.234,40.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,273.083,40.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.931,41.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.78,41.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.629,41.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.478,41.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.327,42,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.176,42.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,272.025,42.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.874,42.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.724,42.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.573,43.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.422,43.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.272,43.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,271.122,43.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.971,44.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.821,44.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.671,44.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.521,44.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.371,45.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.221,45.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,270.071,45.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.921,45.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.772,46.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.622,46.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.473,46.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.323,46.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.174,47.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,269.025,47.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.875,47.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.726,47.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.577,48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.428,48.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.279,48.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,268.131,48.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.982,48.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.833,49.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.685,49.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.536,49.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.388,49.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.239,50.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,267.091,50.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.943,50.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.795,50.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.647,51.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.499,51.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.351,51.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.203,51.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,266.056,52.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.908,52.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.761,52.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.613,52.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.466,53.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.318,53.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.171,53.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,265.024,53.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.877,54,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.73,54.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.583,54.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.436,54.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.29,54.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,264.143,55.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.996,55.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.85,55.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.703,55.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.557,56.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.411,56.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.264,56.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,263.118,56.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.972,57.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.826,57.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.68,57.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.535,57.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.389,58.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.243,58.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,262.098,58.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.952,58.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.807,59.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.661,59.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.516,59.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.371,59.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.226,60,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,261.081,60.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.936,60.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.791,60.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.646,60.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.501,61.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.357,61.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.212,61.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,260.067,61.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.923,62.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.779,62.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.634,62.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.49,62.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.346,63.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.202,63.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,259.058,63.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.914,63.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.77,64.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.627,64.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.483,64.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.339,64.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.196,65.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,258.052,65.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.909,65.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.766,65.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.623,66,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.479,66.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.336,66.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.193,66.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,257.051,66.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.908,67.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.765,67.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.622,67.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.48,67.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.337,68.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.195,68.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,256.052,68.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.91,68.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.768,69.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.626,69.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.484,69.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.342,69.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.2,70.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,255.058,70.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.916,70.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.774,70.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.633,71.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.491,71.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.35,71.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.208,71.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,254.067,72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.926,72.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.785,72.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.644,72.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.503,72.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.362,73.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.221,73.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,253.08,73.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.939,73.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.799,74.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.658,74.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.518,74.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.377,74.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.237,75.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,252.097,75.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.957,75.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.816,75.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.676,76.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.536,76.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.397,76.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.257,76.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,251.117,77.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.977,77.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.838,77.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.698,77.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.559,78,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.419,78.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.28,78.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.141,78.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,250.002,78.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.863,79.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.724,79.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.585,79.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.446,79.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.307,80.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.169,80.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,249.03,80.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.891,80.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.753,81.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.615,81.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.476,81.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.338,81.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.2,82.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,248.062,82.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.924,82.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.786,82.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.648,83.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.51,83.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.372,83.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.235,83.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,247.097,84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.96,84.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.822,84.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.685,84.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.547,84.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.41,85.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.273,85.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,246.136,85.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.999,85.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.862,86.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.725,86.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.588,86.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.452,86.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.315,87.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.179,87.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,245.042,87.6,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.906,87.84,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.769,88.08,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.633,88.32,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.497,88.56,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.361,88.8,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.225,89.04,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,244.089,89.28,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.953,89.52,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.817,89.76,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.681,90,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.546,90.24,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.41,90.48,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.274,90.72,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.139,90.96,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,243.004,91.2,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.868,91.44,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.733,91.68,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.598,91.92,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.463,92.16,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.328,92.4,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.193,92.64,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,242.058,92.88,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,241.923,93.12,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,241.788,93.36,NCIH1048,TAK-901,1e-05,M
model_H841_k3d_iter_100,B02,241.654,93.6,NCIH1048,TAK-901,1e-05,M
