index,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
747,33943,48.19972222,H526,G16,YM-155,1.56E-07,M,10.43243793
748,54155,60.98861111,H526,G16,YM-155,1.56E-07,M,10.89960558
749,68806,81.54361111,H526,G16,YM-155,1.56E-07,M,11.13904623
750,77436,92.8325,H526,G16,YM-155,1.56E-07,M,11.25720707
751,72231,109.8247222,H526,G16,YM-155,1.56E-07,M,11.1876246
752,11339,0,H526,G17,YM-155,3.91E-08,M,9.33600339
753,13742,11.43333333,H526,G17,YM-155,3.91E-08,M,9.528212116
754,30481,35.80138889,H526,G17,YM-155,3.91E-08,M,10.32485882
755,42638,48.19972222,H526,G17,YM-155,3.91E-08,M,10.66050115
756,48981,60.98861111,H526,G17,YM-155,3.91E-08,M,10.79918775
757,70071,81.54361111,H526,G17,YM-155,3.91E-08,M,11.15726429
758,88136,92.8325,H526,G17,YM-155,3.91E-08,M,11.38663636
759,97343,109.8247222,H526,G17,YM-155,3.91E-08,M,11.4859961
760,18335,0,H526,G18,YM-155,9.77E-09,M,9.816567081
761,19043,11.43333333,H526,G18,YM-155,9.77E-09,M,9.854454859
762,48288,35.80138889,H526,G18,YM-155,9.77E-09,M,10.78493836
763,67234,48.19972222,H526,G18,YM-155,9.77E-09,M,11.11593435
764,86240,60.98861111,H526,G18,YM-155,9.77E-09,M,11.36488939
765,93611,81.54361111,H526,G18,YM-155,9.77E-09,M,11.44690318
766,117738,92.8325,H526,G18,YM-155,9.77E-09,M,11.6762171
767,148043,109.8247222,H526,G18,YM-155,9.77E-09,M,11.90525805
768,12084,0,H526,G19,YM-155,2.44E-09,M,9.399637543
769,21944,11.43333333,H526,G19,YM-155,2.44E-09,M,9.996249033
770,50565,35.80138889,H526,G19,YM-155,2.44E-09,M,10.83101492
771,62601,48.19972222,H526,G19,YM-155,2.44E-09,M,11.04453653
772,86774,60.98861111,H526,G19,YM-155,2.44E-09,M,11.37106232
773,97583,81.54361111,H526,G19,YM-155,2.44E-09,M,11.48845858
774,109283,92.8325,H526,G19,YM-155,2.44E-09,M,11.60169613
775,124121,109.8247222,H526,G19,YM-155,2.44E-09,M,11.72901218
776,12012,0,H526,G20,YM-155,6.10E-10,M,9.393661429
777,17283,11.43333333,H526,G20,YM-155,6.10E-10,M,9.757478638
778,41939,35.80138889,H526,G20,YM-155,6.10E-10,M,10.64397146
779,67383,48.19972222,H526,G20,YM-155,6.10E-10,M,11.11814804
780,98045,60.98861111,H526,G20,YM-155,6.10E-10,M,11.49318184
781,121123,81.54361111,H526,G20,YM-155,6.10E-10,M,11.70456184
782,117637,92.8325,H526,G20,YM-155,6.10E-10,M,11.67535889
783,164218,109.8247222,H526,G20,YM-155,6.10E-10,M,12.00895009
784,12978,0,H526,G21,YM-155,1.53E-10,M,9.471010895
785,19855,11.43333333,H526,G21,YM-155,1.53E-10,M,9.896211144
786,47529,35.80138889,H526,G21,YM-155,1.53E-10,M,10.76909533
787,72707,48.19972222,H526,G21,YM-155,1.53E-10,M,11.19419294
788,83355,60.98861111,H526,G21,YM-155,1.53E-10,M,11.33086387
789,103539,81.54361111,H526,G21,YM-155,1.53E-10,M,11.54770363
790,133184,92.8325,H526,G21,YM-155,1.53E-10,M,11.79948691
791,174423,109.8247222,H526,G21,YM-155,1.53E-10,M,12.06923866
792,28868,0,H526,G22,YM-155,0,M,10.27048899
793,37295,11.43333333,H526,G22,YM-155,0,M,10.52661455
794,92441,35.80138889,H526,G22,YM-155,0,M,11.43432588
795,107279,48.19972222,H526,G22,YM-155,0,M,11.5831882
796,144696,60.98861111,H526,G22,YM-155,0,M,11.88239027
797,166297,81.54361111,H526,G22,YM-155,0,M,12.02153063
798,188050,92.8325,H526,G22,YM-155,0,M,12.14446316
799,166151,109.8247222,H526,G22,YM-155,0,M,12.02065229
800,25547,0,H526,H03,barasertib,1.00E-05,M,10.14827517
801,47953,11.43333333,H526,H03,barasertib,1.00E-05,M,10.77797664
802,86152,35.80138889,H526,H03,barasertib,1.00E-05,M,11.36386846
803,118621,48.19972222,H526,H03,barasertib,1.00E-05,M,11.68368882
804,118933,60.98861111,H526,H03,barasertib,1.00E-05,M,11.68631559
805,140225,81.54361111,H526,H03,barasertib,1.00E-05,M,11.85100355
806,190562,92.8325,H526,H03,barasertib,1.00E-05,M,12.15773288
807,249357,109.8247222,H526,H03,barasertib,1.00E-05,M,12.42664088
808,9803,0,H526,H04,barasertib,2.50E-06,M,9.19044374
809,14009,11.43333333,H526,H04,barasertib,2.50E-06,M,9.547455259
810,30042,35.80138889,H526,H04,barasertib,2.50E-06,M,10.31035168
811,42679,48.19972222,H526,H04,barasertib,2.50E-06,M,10.66146227
812,63269,60.98861111,H526,H04,barasertib,2.50E-06,M,11.05515076
813,77244,81.54361111,H526,H04,barasertib,2.50E-06,M,11.25472452
814,115642,92.8325,H526,H04,barasertib,2.50E-06,M,11.65825449
815,163701,109.8247222,H526,H04,barasertib,2.50E-06,M,12.00579687
816,22526,0,H526,H05,barasertib,6.25E-07,M,10.02242548
817,34413,11.43333333,H526,H05,barasertib,6.25E-07,M,10.44618968
818,70263,35.80138889,H526,H05,barasertib,6.25E-07,M,11.16000062
819,87339,48.19972222,H526,H05,barasertib,6.25E-07,M,11.37755238
820,123583,60.98861111,H526,H05,barasertib,6.25E-07,M,11.72466827
821,174412,81.54361111,H526,H05,barasertib,6.25E-07,M,12.0691756
822,228932,92.8325,H526,H05,barasertib,6.25E-07,M,12.3411803
823,223692,109.8247222,H526,H05,barasertib,6.25E-07,M,12.31802538
824,9912,0,H526,H06,barasertib,1.56E-07,M,9.201501423
825,14601,11.43333333,H526,H06,barasertib,1.56E-07,M,9.588845299
826,34719,35.80138889,H526,H06,barasertib,1.56E-07,M,10.45504237
827,54597,48.19972222,H526,H06,barasertib,1.56E-07,M,10.90773422
828,65911,60.98861111,H526,H06,barasertib,1.56E-07,M,11.09606063
829,92592,81.54361111,H526,H06,barasertib,1.56E-07,M,11.43595802
830,135180,92.8325,H526,H06,barasertib,1.56E-07,M,11.8143625
831,171599,109.8247222,H526,H06,barasertib,1.56E-07,M,12.05291564
832,14891,0,H526,H07,barasertib,3.91E-08,M,9.608512283
833,22275,11.43333333,H526,H07,barasertib,3.91E-08,M,10.01122025
834,46876,35.80138889,H526,H07,barasertib,3.91E-08,M,10.7552611
835,68534,48.19972222,H526,H07,barasertib,3.91E-08,M,11.13508525
836,101817,60.98861111,H526,H07,barasertib,3.91E-08,M,11.53093236
837,93093,81.54361111,H526,H07,barasertib,3.91E-08,M,11.44135427
838,117755,92.8325,H526,H07,barasertib,3.91E-08,M,11.67636147
839,132881,109.8247222,H526,H07,barasertib,3.91E-08,M,11.79720927
840,8183,0,H526,H08,barasertib,9.77E-09,M,9.009814111
841,8123,11.43333333,H526,H08,barasertib,9.77E-09,M,9.002454823
842,27193,35.80138889,H526,H08,barasertib,9.77E-09,M,10.21071487
843,45843,48.19972222,H526,H08,barasertib,9.77E-09,M,10.73297779
844,49900,60.98861111,H526,H08,barasertib,9.77E-09,M,10.81777628
845,70867,81.54361111,H526,H08,barasertib,9.77E-09,M,11.16856016
846,91429,92.8325,H526,H08,barasertib,9.77E-09,M,11.42331799
847,84465,109.8247222,H526,H08,barasertib,9.77E-09,M,11.34409253
848,6601,0,H526,H09,barasertib,2.44E-09,M,8.794976432
849,8724,11.43333333,H526,H09,barasertib,2.44E-09,M,9.073833127
850,26693,35.80138889,H526,H09,barasertib,2.44E-09,M,10.19215664
851,41474,48.19972222,H526,H09,barasertib,2.44E-09,M,10.632822
852,48799,60.98861111,H526,H09,barasertib,2.44E-09,M,10.7954651
853,61334,81.54361111,H526,H09,barasertib,2.44E-09,M,11.02408962
854,79269,92.8325,H526,H09,barasertib,2.44E-09,M,11.28060241
855,82858,109.8247222,H526,H09,barasertib,2.44E-09,M,11.32488358
856,11440,0,H526,H10,barasertib,6.10E-10,M,9.344871265
857,17497,11.43333333,H526,H10,barasertib,6.10E-10,M,9.769784717
858,33123,35.80138889,H526,H10,barasertib,6.10E-10,M,10.40798318
859,52917,48.19972222,H526,H10,barasertib,6.10E-10,M,10.87647993
860,63053,60.98861111,H526,H10,barasertib,6.10E-10,M,11.05173092
861,72880,81.54361111,H526,H10,barasertib,6.10E-10,M,11.19656953
862,80946,92.8325,H526,H10,barasertib,6.10E-10,M,11.30153754
863,76764,109.8247222,H526,H10,barasertib,6.10E-10,M,11.24849106
864,785,0,H526,H11,barasertib,1.53E-10,M,6.665683718
865,2340,11.43333333,H526,H11,barasertib,1.53E-10,M,7.757906208
866,1398,35.80138889,H526,H11,barasertib,1.53E-10,M,7.242797923
867,3346,48.19972222,H526,H11,barasertib,1.53E-10,M,8.115520882
868,2125,60.98861111,H526,H11,barasertib,1.53E-10,M,7.661527081
869,2604,81.54361111,H526,H11,barasertib,1.53E-10,M,7.864804003
870,4175,92.8325,H526,H11,barasertib,1.53E-10,M,8.336869637
871,2505,109.8247222,H526,H11,barasertib,1.53E-10,M,7.826044014
872,8915,0,H526,H12,barasertib,0,M,9.09549053
873,12405,11.43333333,H526,H12,barasertib,0,M,9.425854896
874,26302,35.80138889,H526,H12,barasertib,0,M,10.17740026
875,43063,48.19972222,H526,H12,barasertib,0,M,10.67041944
876,44048,60.98861111,H526,H12,barasertib,0,M,10.69303523
877,61271,81.54361111,H526,H12,barasertib,0,M,11.02306193
878,73014,92.8325,H526,H12,barasertib,0,M,11.19840648
879,70859,109.8247222,H526,H12,barasertib,0,M,11.16844727
880,3057,0,H526,H13,YM-155,1.00E-05,M,8.025189322
881,2987,11.43333333,H526,H13,YM-155,1.00E-05,M,8.002024818
882,13802,35.80138889,H526,H13,YM-155,1.00E-05,M,9.532568788
883,25405,48.19972222,H526,H13,YM-155,1.00E-05,M,10.14270128
884,34624,60.98861111,H526,H13,YM-155,1.00E-05,M,10.45230236
885,38591,81.54361111,H526,H13,YM-155,1.00E-05,M,10.56077437
886,37964,92.8325,H526,H13,YM-155,1.00E-05,M,10.54439362
887,37278,109.8247222,H526,H13,YM-155,1.00E-05,M,10.52615862
888,1225,0,H526,H14,YM-155,2.50E-06,M,7.110696123
889,2038,11.43333333,H526,H14,YM-155,2.50E-06,M,7.619724214
890,11573,35.80138889,H526,H14,YM-155,2.50E-06,M,9.356430078
891,17417,48.19972222,H526,H14,YM-155,2.50E-06,M,9.76520202
892,19029,60.98861111,H526,H14,YM-155,2.50E-06,M,9.85371941
893,16758,81.54361111,H526,H14,YM-155,2.50E-06,M,9.726631035
894,18869,92.8325,H526,H14,YM-155,2.50E-06,M,9.845275643
895,17219,109.8247222,H526,H14,YM-155,2.50E-06,M,9.753768704
896,6799,0,H526,H15,YM-155,6.25E-07,M,8.824530822
897,8482,11.43333333,H526,H15,YM-155,6.25E-07,M,9.04570155
898,17468,35.80138889,H526,H15,YM-155,6.25E-07,M,9.768125915
899,25869,48.19972222,H526,H15,YM-155,6.25E-07,M,10.16080062
900,27944,60.98861111,H526,H15,YM-155,6.25E-07,M,10.23795779
901,20159,81.54361111,H526,H15,YM-155,6.25E-07,M,9.911406118
902,21660,92.8325,H526,H15,YM-155,6.25E-07,M,9.983222521
903,17728,109.8247222,H526,H15,YM-155,6.25E-07,M,9.78290059
904,18600,0,H526,H16,YM-155,1.56E-07,M,9.83091686
905,18697,11.43333333,H526,H16,YM-155,1.56E-07,M,9.836118362
906,25449,35.80138889,H526,H16,YM-155,1.56E-07,M,10.14443173
907,19379,48.19972222,H526,H16,YM-155,1.56E-07,M,9.871945285
908,9031,60.98861111,H526,H16,YM-155,1.56E-07,M,9.108418382
909,3300,81.54361111,H526,H16,YM-155,1.56E-07,M,8.101677747
910,2662,92.8325,H526,H16,YM-155,1.56E-07,M,7.886832999
911,2241,109.8247222,H526,H16,YM-155,1.56E-07,M,7.714677474
912,10915,0,H526,H17,YM-155,3.91E-08,M,9.297893269
913,11553,11.43333333,H526,H17,YM-155,3.91E-08,M,9.354700422
914,34158,35.80138889,H526,H17,YM-155,3.91E-08,M,10.4387521
915,42542,48.19972222,H526,H17,YM-155,3.91E-08,M,10.6582471
916,54297,60.98861111,H526,H17,YM-155,3.91E-08,M,10.90222426
917,74768,81.54361111,H526,H17,YM-155,3.91E-08,M,11.22214526
918,102372,92.8325,H526,H17,YM-155,3.91E-08,M,11.53636852
919,125614,109.8247222,H526,H17,YM-155,3.91E-08,M,11.74096899
920,34403,0,H526,H18,YM-155,9.77E-09,M,10.44589905
921,52637,11.43333333,H526,H18,YM-155,9.77E-09,M,10.87117457
922,81022,35.80138889,H526,H18,YM-155,9.77E-09,M,11.302476
923,140326,48.19972222,H526,H18,YM-155,9.77E-09,M,11.85172357
924,173502,60.98861111,H526,H18,YM-155,9.77E-09,M,12.06394441
925,239635,81.54361111,H526,H18,YM-155,9.77E-09,M,12.38687221
926,232533,92.8325,H526,H18,YM-155,9.77E-09,M,12.35678743
927,226133,109.8247222,H526,H18,YM-155,9.77E-09,M,12.3288786
928,13322,0,H526,H19,YM-155,2.44E-09,M,9.497172083
929,25285,11.43333333,H526,H19,YM-155,2.44E-09,M,10.13796661
930,53152,35.80138889,H526,H19,YM-155,2.44E-09,M,10.88091101
931,64373,48.19972222,H526,H19,YM-155,2.44E-09,M,11.07244957
932,80264,60.98861111,H526,H19,YM-155,2.44E-09,M,11.29307648
933,89161,81.54361111,H526,H19,YM-155,2.44E-09,M,11.398199
934,142724,92.8325,H526,H19,YM-155,2.44E-09,M,11.86866797
935,143105,109.8247222,H526,H19,YM-155,2.44E-09,M,11.87133391
936,29022,0,H526,H20,YM-155,6.10E-10,M,10.27580944
937,43232,11.43333333,H526,H20,YM-155,6.10E-10,M,10.67433624
938,81103,35.80138889,H526,H20,YM-155,6.10E-10,M,11.30347523
939,101589,48.19972222,H526,H20,YM-155,6.10E-10,M,11.52869054
940,121985,60.98861111,H526,H20,YM-155,6.10E-10,M,11.71165337
941,132902,81.54361111,H526,H20,YM-155,6.10E-10,M,11.79736729
942,189192,92.8325,H526,H20,YM-155,6.10E-10,M,12.15051765
943,187587,109.8247222,H526,H20,YM-155,6.10E-10,M,12.14199802
944,15952,0,H526,H21,YM-155,1.53E-10,M,9.677339492
945,22403,11.43333333,H526,H21,YM-155,1.53E-10,M,10.01695016
946,44435,35.80138889,H526,H21,YM-155,1.53E-10,M,10.70178273
947,59129,48.19972222,H526,H21,YM-155,1.53E-10,M,10.98747678
948,86419,60.98861111,H526,H21,YM-155,1.53E-10,M,11.36696284
949,102255,81.54361111,H526,H21,YM-155,1.53E-10,M,11.53522497
950,142771,92.8325,H526,H21,YM-155,1.53E-10,M,11.86899723
951,125716,109.8247222,H526,H21,YM-155,1.53E-10,M,11.74178067
952,30764,0,H526,H22,YM-155,0,M,10.33410045
953,54904,11.43333333,H526,H22,YM-155,0,M,10.91334148
954,84613,35.80138889,H526,H22,YM-155,0,M,11.3458432
955,115893,48.19972222,H526,H22,YM-155,0,M,11.66042263
956,111986,60.98861111,H526,H22,YM-155,0,M,11.62612914
957,73877,81.54361111,H526,H22,YM-155,0,M,11.21015683
958,72471,92.8325,H526,H22,YM-155,0,M,11.19094176
959,59202,109.8247222,H526,H22,YM-155,0,M,10.9887106
960,20605,0,H526,I03,SCH-1473759,1.00E-05,M,9.933289044
961,10667,11.43333333,H526,I03,SCH-1473759,1.00E-05,M,9.274910143
962,2054,35.80138889,H526,I03,SCH-1473759,1.00E-05,M,7.62754439
963,3166,48.19972222,H526,I03,SCH-1473759,1.00E-05,M,8.06022424
964,5414,60.98861111,H526,I03,SCH-1473759,1.00E-05,M,8.59674347
965,2896,81.54361111,H526,I03,SCH-1473759,1.00E-05,M,7.971085754
966,4231,92.8325,H526,I03,SCH-1473759,1.00E-05,M,8.350193651
967,3642,109.8247222,H526,I03,SCH-1473759,1.00E-05,M,8.20028826
968,6873,0,H526,I04,SCH-1473759,2.50E-06,M,8.835355971
969,6243,11.43333333,H526,I04,SCH-1473759,2.50E-06,M,8.739216115
970,18912,35.80138889,H526,I04,SCH-1473759,2.50E-06,M,9.84755192
971,24307,48.19972222,H526,I04,SCH-1473759,2.50E-06,M,10.09851965
972,38632,60.98861111,H526,I04,SCH-1473759,2.50E-06,M,10.56183623
973,48118,81.54361111,H526,I04,SCH-1473759,2.50E-06,M,10.78141161
974,64951,92.8325,H526,I04,SCH-1473759,2.50E-06,M,11.08138842
975,65549,109.8247222,H526,I04,SCH-1473759,2.50E-06,M,11.09055323
976,11772,0,H526,I05,SCH-1473759,6.25E-07,M,9.373479109
977,12745,11.43333333,H526,I05,SCH-1473759,6.25E-07,M,9.452894317
978,29869,35.80138889,H526,I05,SCH-1473759,6.25E-07,M,10.30457643
979,42894,48.19972222,H526,I05,SCH-1473759,6.25E-07,M,10.66648723
980,60335,60.98861111,H526,I05,SCH-1473759,6.25E-07,M,11.00766765
981,96957,81.54361111,H526,I05,SCH-1473759,6.25E-07,M,11.48202286
982,130586,92.8325,H526,I05,SCH-1473759,6.25E-07,M,11.77978729
983,171745,109.8247222,H526,I05,SCH-1473759,6.25E-07,M,12.0537661
984,5135,0,H526,I06,SCH-1473759,1.56E-07,M,8.543835122
985,9346,11.43333333,H526,I06,SCH-1473759,1.56E-07,M,9.142703723
986,23259,35.80138889,H526,I06,SCH-1473759,1.56E-07,M,10.05444743
987,39518,48.19972222,H526,I06,SCH-1473759,1.56E-07,M,10.58451154
988,50533,60.98861111,H526,I06,SCH-1473759,1.56E-07,M,10.83038187
989,60887,81.54361111,H526,I06,SCH-1473759,1.56E-07,M,11.01677497
990,90830,92.8325,H526,I06,SCH-1473759,1.56E-07,M,11.41674491
991,89054,109.8247222,H526,I06,SCH-1473759,1.56E-07,M,11.39699821
992,16206,0,H526,I07,SCH-1473759,3.91E-08,M,9.693136823
993,19395,11.43333333,H526,I07,SCH-1473759,3.91E-08,M,9.87277058
994,43304,35.80138889,H526,I07,SCH-1473759,3.91E-08,M,10.67600029
995,60570,48.19972222,H526,I07,SCH-1473759,3.91E-08,M,11.011555
996,74102,60.98861111,H526,I07,SCH-1473759,3.91E-08,M,11.2131978
997,107938,81.54361111,H526,I07,SCH-1473759,3.91E-08,M,11.58931227
998,159790,92.8325,H526,I07,SCH-1473759,3.91E-08,M,11.98161573
999,187170,109.8247222,H526,I07,SCH-1473759,3.91E-08,M,12.13977257
1000,9867,0,H526,I08,SCH-1473759,9.77E-09,M,9.196951135
1001,11879,11.43333333,H526,I08,SCH-1473759,9.77E-09,M,9.382527414
1002,33623,35.80138889,H526,I08,SCH-1473759,9.77E-09,M,10.42296564
1003,32301,48.19972222,H526,I08,SCH-1473759,9.77E-09,M,10.38285347
1004,52283,60.98861111,H526,I08,SCH-1473759,9.77E-09,M,10.86442655
1005,58769,81.54361111,H526,I08,SCH-1473759,9.77E-09,M,10.98136978
1006,77838,92.8325,H526,I08,SCH-1473759,9.77E-09,M,11.26238502
1007,76710,109.8247222,H526,I08,SCH-1473759,9.77E-09,M,11.24778736
1008,10116,0,H526,I09,SCH-1473759,2.44E-09,M,9.221873608
1009,13397,11.43333333,H526,I09,SCH-1473759,2.44E-09,M,9.50278608
1010,31916,35.80138889,H526,I09,SCH-1473759,2.44E-09,M,10.37086273
1011,45082,48.19972222,H526,I09,SCH-1473759,2.44E-09,M,10.71623833
1012,58724,60.98861111,H526,I09,SCH-1473759,2.44E-09,M,10.98060378
1013,75507,81.54361111,H526,I09,SCH-1473759,2.44E-09,M,11.23198065
1014,91014,92.8325,H526,I09,SCH-1473759,2.44E-09,M,11.41876862
1015,90885,109.8247222,H526,I09,SCH-1473759,2.44E-09,M,11.41735025
1016,7527,0,H526,I10,SCH-1473759,6.10E-10,M,8.926251835
1017,15537,11.43333333,H526,I10,SCH-1473759,6.10E-10,M,9.650979555
1018,28356,35.80138889,H526,I10,SCH-1473759,6.10E-10,M,10.25259393
1019,43008,48.19972222,H526,I10,SCH-1473759,6.10E-10,M,10.66914142
1020,57681,60.98861111,H526,I10,SCH-1473759,6.10E-10,M,10.96268311
1021,70303,81.54361111,H526,I10,SCH-1473759,6.10E-10,M,11.16056975
1022,78778,92.8325,H526,I10,SCH-1473759,6.10E-10,M,11.27438905
1023,86035,109.8247222,H526,I10,SCH-1473759,6.10E-10,M,11.36250947
1024,9452,0,H526,I11,SCH-1473759,1.53E-10,M,9.153981638
1025,13726,11.43333333,H526,I11,SCH-1473759,1.53E-10,M,9.527047123
1026,30151,35.80138889,H526,I11,SCH-1473759,1.53E-10,M,10.31397337
1027,48667,48.19972222,H526,I11,SCH-1473759,1.53E-10,M,10.79275646
1028,71182,60.98861111,H526,I11,SCH-1473759,1.53E-10,M,11.17299526
1029,102355,81.54361111,H526,I11,SCH-1473759,1.53E-10,M,11.53620244
1030,111761,92.8325,H526,I11,SCH-1473759,1.53E-10,M,11.62411794
1031,128088,109.8247222,H526,I11,SCH-1473759,1.53E-10,M,11.76047281
1032,6659,0,H526,I12,SCH-1473759,0,M,8.803724602
1033,8776,11.43333333,H526,I12,SCH-1473759,0,M,9.079776002
1034,21691,35.80138889,H526,I12,SCH-1473759,0,M,9.984652707
1035,35482,48.19972222,H526,I12,SCH-1473759,0,M,10.4767808
1036,38008,60.98861111,H526,I12,SCH-1473759,0,M,10.54555194
1037,38285,81.54361111,H526,I12,SCH-1473759,0,M,10.55281345
1038,34276,92.8325,H526,I12,SCH-1473759,0,M,10.44220068
1039,23167,109.8247222,H526,I12,SCH-1473759,0,M,10.05048413
1040,11015,0,H526,I13,etoposide,1.00E-05,M,9.307013259
1041,14033,11.43333333,H526,I13,etoposide,1.00E-05,M,9.549166978
1042,2315,35.80138889,H526,I13,etoposide,1.00E-05,M,7.747164967
1043,1754,48.19972222,H526,I13,etoposide,1.00E-05,M,7.469654173
1044,4064,60.98861111,H526,I13,etoposide,1.00E-05,M,8.309922989
1045,1624,81.54361111,H526,I13,etoposide,1.00E-05,M,7.392647521
1046,2760,92.8325,H526,I13,etoposide,1.00E-05,M,7.922985959
1047,3302,109.8247222,H526,I13,etoposide,1.00E-05,M,8.102283624
1048,9266,0,H526,I14,etoposide,2.50E-06,M,9.134107066
1049,7320,11.43333333,H526,I14,etoposide,2.50E-06,M,8.898365607
1050,10441,35.80138889,H526,I14,etoposide,2.50E-06,M,9.253495642
1051,6536,48.19972222,H526,I14,etoposide,2.50E-06,M,8.785080637
1052,6829,60.98861111,H526,I14,etoposide,2.50E-06,M,8.828933529
1053,2280,81.54361111,H526,I14,etoposide,2.50E-06,M,7.731930722
1054,2625,92.8325,H526,I14,etoposide,2.50E-06,M,7.872836175
1055,4166,109.8247222,H526,I14,etoposide,2.50E-06,M,8.334711622
1056,8201,0,H526,I15,etoposide,6.25E-07,M,9.012011377
1057,9336,11.43333333,H526,I15,etoposide,6.25E-07,M,9.141633174
1058,10404,35.80138889,H526,I15,etoposide,6.25E-07,M,9.249945627
1059,7663,48.19972222,H526,I15,etoposide,6.25E-07,M,8.944158831
1060,11461,60.98861111,H526,I15,etoposide,6.25E-07,M,9.346705246
1061,6383,81.54361111,H526,I15,etoposide,6.25E-07,M,8.761393485
1062,6615,92.8325,H526,I15,etoposide,6.25E-07,M,8.797095077
1063,4755,109.8247222,H526,I15,etoposide,6.25E-07,M,8.466951975
1064,13506,0,H526,I16,etoposide,1.56E-07,M,9.51088931
1065,11120,11.43333333,H526,I16,etoposide,1.56E-07,M,9.316500568
1066,8379,35.80138889,H526,I16,etoposide,1.56E-07,M,9.033483855
1067,8892,48.19972222,H526,I16,etoposide,1.56E-07,M,9.092907275
1068,9322,60.98861111,H526,I16,etoposide,1.56E-07,M,9.140132477
1069,6822,81.54361111,H526,I16,etoposide,1.56E-07,M,8.827907963
1070,6927,92.8325,H526,I16,etoposide,1.56E-07,M,8.843182098
1071,7435,109.8247222,H526,I16,etoposide,1.56E-07,M,8.913953859
1072,9476,0,H526,I17,etoposide,3.91E-08,M,9.156517565
1073,13034,11.43333333,H526,I17,etoposide,3.91E-08,M,9.475316607
1074,11512,35.80138889,H526,I17,etoposide,3.91E-08,M,9.351145249
1075,15615,48.19972222,H526,I17,etoposide,3.91E-08,M,9.65598727
1076,13417,60.98861111,H526,I17,etoposide,3.91E-08,M,9.504277839
1077,13894,81.54361111,H526,I17,etoposide,3.91E-08,M,9.539212371
1078,15833,92.8325,H526,I17,etoposide,3.91E-08,M,9.669851649
1079,9328,109.8247222,H526,I17,etoposide,3.91E-08,M,9.140775909
1080,18564,0,H526,I18,etoposide,9.77E-09,M,9.8289795
1081,11598,11.43333333,H526,I18,etoposide,9.77E-09,M,9.358587948
1082,6873,35.80138889,H526,I18,etoposide,9.77E-09,M,8.835355971
1083,7563,48.19972222,H526,I18,etoposide,9.77E-09,M,8.931023216
1084,5663,60.98861111,H526,I18,etoposide,9.77E-09,M,8.641709066
1085,2551,81.54361111,H526,I18,etoposide,9.77E-09,M,7.844240718
1086,1986,92.8325,H526,I18,etoposide,9.77E-09,M,7.593877845
1087,2171,109.8247222,H526,I18,etoposide,9.77E-09,M,7.68294317
1088,8944,0,H526,I19,etoposide,2.44E-09,M,9.098738195
1089,7340,11.43333333,H526,I19,etoposide,2.44E-09,M,8.901094122
1090,8445,35.80138889,H526,I19,etoposide,2.44E-09,M,9.041329829
1091,9749,48.19972222,H526,I19,etoposide,2.44E-09,M,9.184919995
1092,12124,60.98861111,H526,I19,etoposide,2.44E-09,M,9.402942238
1093,9267,81.54361111,H526,I19,etoposide,2.44E-09,M,9.134214982
1094,7875,92.8325,H526,I19,etoposide,2.44E-09,M,8.971448464
1095,5736,109.8247222,H526,I19,etoposide,2.44E-09,M,8.654517382
1096,17995,0,H526,I20,etoposide,6.10E-10,M,9.797849221
1097,21207,11.43333333,H526,I20,etoposide,6.10E-10,M,9.962086595
1098,37815,35.80138889,H526,I20,etoposide,6.10E-10,M,10.54046113
1099,49474,48.19972222,H526,I20,etoposide,6.10E-10,M,10.80920256
1100,47278,60.98861111,H526,I20,etoposide,6.10E-10,M,10.76380035
1101,34583,81.54361111,H526,I20,etoposide,6.10E-10,M,10.45111751
1102,37958,92.8325,H526,I20,etoposide,6.10E-10,M,10.54423556
1103,20988,109.8247222,H526,I20,etoposide,6.10E-10,M,9.951706125
1104,8273,0,H526,I21,etoposide,1.53E-10,M,9.020752479
1105,12456,11.43333333,H526,I21,etoposide,1.53E-10,M,9.429957714
1106,17643,35.80138889,H526,I21,etoposide,1.53E-10,M,9.778094383
1107,26049,48.19972222,H526,I21,etoposide,1.53E-10,M,10.16773466
1108,33315,60.98861111,H526,I21,etoposide,1.53E-10,M,10.41376302
1109,25055,81.54361111,H526,I21,etoposide,1.53E-10,M,10.12882869
1110,25544,92.8325,H526,I21,etoposide,1.53E-10,M,10.14815773
1111,16670,109.8247222,H526,I21,etoposide,1.53E-10,M,9.721365976
1112,22458,0,H526,I22,etoposide,0,M,10.01940218
1113,30475,11.43333333,H526,I22,etoposide,0,M,10.32466195
1114,41680,35.80138889,H526,I22,etoposide,0,M,10.63777668
1115,31376,48.19972222,H526,I22,etoposide,0,M,10.35379855
1116,28813,60.98861111,H526,I22,etoposide,0,M,10.26858195
1117,19823,81.54361111,H526,I22,etoposide,0,M,9.894598159
1118,16833,92.8325,H526,I22,etoposide,0,M,9.731096524
1119,9328,109.8247222,H526,I22,etoposide,0,M,9.140775909
1120,28514,0,H526,J03,SCH-1473759,1.00E-05,M,10.25815047
1121,27933,11.43333333,H526,J03,SCH-1473759,1.00E-05,M,10.23756406
1122,15781,35.80138889,H526,J03,SCH-1473759,1.00E-05,M,9.666561964
1123,10958,48.19972222,H526,J03,SCH-1473759,1.00E-05,M,9.301825062
1124,8665,60.98861111,H526,J03,SCH-1473759,1.00E-05,M,9.067047202
